,0,1
48018,im not really angry,ich bin nicht wirklich sauer
48019,im not sick anymore,ich bin nicht mehr krank
48020,im not sleeping now,ich schlafe jetzt nicht
48021,im not so convinced,ich bin nicht so überzeugt
48022,im not staying here,ich bleibe nicht hier
48023,im not stopping you,ich werde dich nicht davon abhalten
48024,im not stopping you,ich halte dich nicht auf
48025,im not sure anymore,da bin ich nicht mehr sicher
48026,im not that worried,ich bin nicht so besorgt
48027,im not tired at all,ich bin überhaupt nicht müde
48028,im not tired at all,ich bin kein bisschen müde
48029,im not tired at all,ich bin gar nicht müde
48030,im not used to that,ich bin nicht daran gewöhnt
48031,im not used to this,das bin ich nicht gewohnt
48032,im not used to this,ich bin nicht daran gewöhnt
48033,im not very patient,ich bin nicht sehr geduldig
48034,im not very patient,ich habe nicht viel geduld
48035,im not wearing that,das ziehe ich nicht an
48036,im not wearing this,das ziehe ich nicht an
48037,im not yet finished,ich bin noch nicht fertig
48038,im not your brother,ich bin nicht dein bruder
48039,im not your teacher,ich bin nicht dein lehrer
48040,im not your teacher,ich bin nicht euer lehrer
48041,im not your teacher,ich bin nicht ihr lehrer
48042,im not your teacher,ich bin nicht deine lehrerin
48043,im nothing like you,ich bin kein bisschen wie du
48044,im now in australia,ich bin jetzt in australien
48045,im often in trouble,ich bin oft in schwierigkeiten
48046,im on the phone now,ich bin jetzt am telefon
48047,im on vacation too,ich habe auch ferien
48048,im paying attention,ich passe auf
48049,im perfectly normal,ich bin ganz normal
48050,im planning to come,ich habe vor zu kommen
48051,im playing football,ich spiele fußball
48052,im poor at swimming,ich kann nicht gut schwimmen
48053,im pressing charges,ich werde eine anzeige erstatten
48054,im pretty busy here,ich bin hier ziemlich beschäftigt
48055,im pretty satisfied,ich bin recht zufrieden
48056,im probably too old,ich bin wahrscheinlich zu alt
48057,im proud of you all,ich bin stolz auf euch alle
48058,im proud of you all,ich bin stolz auf sie alle
48059,im pulling the plug,ich ziehe den stecker
48060,im quicker than you,ich bin schneller als du
48061,im quite happy here,ich bin hier ganz zufrieden
48062,im quite sure of it,ich bin mir ganz sicher
48063,im rather impressed,ich bin ziemlich beeindruckt
48064,im really depressed,ich bin wirklich deprimiert
48065,im really happy now,ich bin jetzt sehr glücklich
48066,im really surprised,ich bin sehr überrascht
48067,im really surprised,ich bin echt überrascht
48068,im really tired now,jetzt bin ich total kaputt
48069,im really very busy,ich bin wirklich sehr beschäftigt
48070,im right behind tom,ich bin direkt hinter tom
48071,im right behind you,ich bin gleich hinter dir
48072,im right beside you,ich bin direkt neben dir
48073,im shorter than you,ich bin kleiner als du
48074,im shorter than you,ich bin kleiner als ihr
48075,im shorter than you,ich bin kleiner als sie
48076,im smarter than you,ich bin schlauer als du
48077,im sorry i cant go,es tut mir leid ich kann nicht gehen
48078,im sorry i woke you,entschuldige dass ich dich geweckt habe
48079,im sorry i woke you,entschuldigt dass ich euch geweckt habe
48080,im sorry i woke you,entschuldigen sie dass ich sie geweckt habe
48081,im sorry about that,das tut mir leid
48082,im sorry about this,das tut mir leid
48083,im sorry to be late,es tut mir leid dass ich zu spät komme
48084,im still a beginner,ich bin noch anfänger
48085,im still dating tom,ich bin noch immer mit tom zusammen
48086,im still dating tom,ich gehe noch immer mit tom
48087,im still having fun,ich hab immer noch meinen spaß
48088,im still not hungry,ich habe immer noch keinen hunger
48089,im still quite busy,ich bin immer noch ziemlich beschäftigt
48090,im stuck in the mud,ich stecke im schlamm fest
48091,im studying english,ich studiere englisch
48092,im sure ill manage,ich komme bestimmt zurecht
48093,im sure tom is fine,es geht tom bestimmt gut
48094,im sure thats true,ich bin mir sicher dass das stimmt
48095,im sure theyll win,ich bin sicher dass sie gewinnen
48096,im sure theyll win,ich bin mir sicher dass sie gewinnen werden
48097,im sure theyll win,ich bin sicher dass sie siegen werden
48098,im surprised at you,ich bin von dir verblüfft
48099,im surprised myself,ich bin selbst überrascht
48100,im taking it to tom,ich bringe es tom
48101,im the one you want,ich bin derjenige den du willst
48102,im thirty years old,ich bin dreißig
48103,im thirty years old,ich bin dreißig jahre alt
48104,im through with you,ich bin fertig mit dir
48105,im tired of arguing,ich bin es müde zu streiten
48106,im tired of reading,ich bin des lesens müde
48107,im tired of waiting,ich habe keine lust mehr zu warten
48108,im tired of writing,ich habe genug vom schreiben
48109,im tired of writing,ich habe das schreiben satt
48110,im tired of writing,ich bin des schreibens müde
48111,im too old for that,ich bin zu alt dafür
48112,im too old for this,ich bin zu alt dafür
48113,im too old for this,dafür bin ich zu alt
48114,im too tired to run,ich bin zu müde zum laufen
48115,im too tired to run,ich bin zu müde um zu laufen
48116,im totally confused,ich bin völlig verwirrt
48117,im trying very hard,ich gebe mir sehr viel mühe
48118,im under quarantine,ich befinde mich in quarantäne
48119,im unnecessary here,ich werde hier nicht gebraucht
48120,im used to the cold,ich bin an kälte gewöhnt
48121,im very embarrassed,das ist mir sehr peinlich
48122,im very fond of you,ich habe dich sehr lieb
48123,im very happy today,ich bin heute sehr glücklich
48124,im very lonely here,ich bin hier sehr einsam
48125,im very proud of it,ich bin darauf sehr stolz
48126,im very tired today,ich bin heute sehr müde
48127,im very very happy,ich bin sehr sehr glücklich
48128,im very very sorry,es tut mir sehr sehr leid
48129,im walking with her,ich gehe mit ihr
48130,im watching a movie,ich gucke einen film
48131,im working here now,ich arbeite jetzt hier
48132,im writing a letter,ich schreibe einen brief
48133,im writing about us,ich schreibe über uns
48134,im younger than tom,ich bin jünger als tom
48135,im your best friend,ich bin dein bester freund
48136,im your best friend,ich bin deine beste freundin
48137,im your biggest fan,ich bin dein größter fan
48138,ive already said no,ich habe schon nein gesagt
48139,ive already started,ich habe schon angefangen
48140,ive always been fat,ich war schon immer dick
48141,ive always known it,ich habe es immer gewusst
48142,ive asked everybody,ich habe alle gefragt
48143,ive been busy today,ich hatte heute viel zu tun
48144,ive been dating tom,ich war mit tom zusammen
48145,ive been dating tom,ich bin mit tom gegangen
48146,ive been practicing,ich habe geübt
48147,ive been subpoenaed,ich bin vorgeladen worden
48148,ive changed my mind,ich habe es mir anders überlegt
48149,ive chipped a tooth,ich habe einen zahn abgebrochen
48150,ive come a long way,ich habe es weit gebracht
48151,ive come to get you,ich bin gekommen um dich zu holen
48152,ive come to see you,ich bin gekommen um dich zu sehen
48153,ive dated a lunatic,ich war mit einem verrückten zusammen
48154,ive decided to wait,ich habe beschlossen zu warten
48155,ive deleted the app,ich habe die app gelöscht
48156,ive done a good job,ich habe gute arbeit geleistet
48157,ive found something,ich habe etwas gefunden
48158,ive given up on tom,ich habe tom aufgegeben
48159,ive given up on you,ich habe dich aufgegeben
48160,ive got a complaint,ich habe eine beschwerde
48161,ive got a flat tire,ich habe einen platten
48162,ive got a good idea,ich habe eine gute idee
48163,ive got a lot to do,ich habe viel zu tun
48164,ive got a pacemaker,ich habe einen herzschrittmacher
48165,ive got a toothache,ich habe zahnschmerzen
48166,ive got to call tom,ich muss tom anrufen
48167,ive got to find tom,ich muss tom finden
48168,ive got to get home,ich muss nach hause
48169,ive got to help tom,ich muss tom helfen
48170,ive got to help tom,ich muss dem tom helfen
48171,ive got to stop tom,ich muss tom stoppen
48172,ive got to tell tom,ich muss das tom erzählen
48173,ive got to warn tom,ich muss tom warnen
48174,ive got what i need,ich habe was ich brauche
48175,ive got what i need,ich habe was ich benötige
48176,ive had a busy week,ich habe eine geschäftige woche hinter mir
48177,ive had a lousy day,ich habe einen lausigen tag hinter mir
48178,ive had it with tom,ich habe genug von tom
48179,ive just found them,ich habe sie gerade gefunden
48180,ive just moved here,ich bin gerade erst hierhergezogen
48181,ive learned so much,ich habe so viel gelernt
48182,ive learned to cook,ich habe kochen gelernt
48183,ive lived in boston,ich habe in boston gelebt
48184,ive lost my car key,ich habe meinen autoschlüssel verloren
48185,ive lost my dignity,ich habe meine würde verloren
48186,ive lost my filling,ich habe meine füllung verloren
48187,ive lost my friends,ich habe meine freunde verloren
48188,ive lost my glasses,ich habe meine brille verloren
48189,ive made a decision,ich habe eine entscheidung getroffen
48190,ive made a decision,ich habe einen entschluss gefasst
48191,ive made up my mind,ich habe mich entschieden
48192,ive mislaid my keys,ich habe meine schlüssel verlegt
48193,ive missed my train,ich habe meinen zug verpasst
48194,ive missed you too,ich habe dich auch vermisst
48195,ive moved to boston,ich bin nach boston gezogen
48196,ive never hated you,ich habe dich nie gehasst
48197,ive never liked tom,ich habe tom nie gemocht
48198,ive never liked tom,tom hat mir nie gefallen
48199,ive never lost hope,ich habe die hoffnung nie verloren
48200,ive never loved you,ich habe dich niemals geliebt
48201,ive never seen that,das habe ich noch nie gesehen
48202,ive never seen them,ich habe sie nie gesehen
48203,ive never seen this,ich habe es noch nie gesehen
48204,ive nothing to give,ich habe nichts zu geben
48205,ive only just begun,ich habe gerade erst angefangen
48206,ive read toms will,ich habe toms testament gelesen
48207,ive read both books,ich habe beide bücher gelesen
48208,ive read the report,ich habe den bericht gelesen
48209,ive run out of milk,ich habe keine milch mehr
48210,ive suffered enough,ich habe genug gelitten
48211,ive thought of that,ich habe daran gedacht
48212,ive wasted my money,ich habe mein geld verschwendet
48213,ive wiped the table,ich habe den tisch abgewischt
48214,ive won first prize,ich habe den ersten preis gewonnen
48215,i too am a teacher,ich bin auch lehrer
48216,i too am a teacher,ich bin auch lehrerin
48217,ice melts in the sun,eis schmilzt in der sonne
48218,iceland is an island,island ist eine insel
48219,if tom goes i wont,wenn tom geht dann gehe ich nicht
48220,if only he had known,wenn er das nur gewusst hätte
48221,irritating isnt it,ärgerlich nicht wahr
48222,is boston a big city,ist boston eine große stadt
48223,is mary toms mother,ist maria toms mutter
48224,is tom a good dancer,ist tom ein guter tänzer
48225,is tom a good person,ist tom ein guter mensch
48226,is tom a good singer,ist tom ein guter sänger
48227,is tom an eyewitness,ist tom ein augenzeuge
48228,is tom at school now,ist tom jetzt in der schule
48229,is tom at your place,ist tom bei dir
48230,is tom at your place,ist tom bei ihnen
48231,is tom at your place,ist tom bei euch
48232,is tom available now,ist tom jetzt verfügbar
48233,is tom available now,steht tom jetzt zur verfügung
48234,is tom coming by bus,kommt tom mit dem bus
48235,is tom going to jail,kommt tom ins gefängnis
48236,is tom going to live,wird tom leben
48237,is tom going to live,wird tom am leben bleiben
48238,is tom in boston now,ist tom jetzt in boston
48239,is tom in the garden,ist tom im garten
48240,is tom in your class,ist tom in deinem kurs
48241,is tom looking at me,schaut tom mich an
48242,is tom looking at me,betrachtet tom mich
48243,is tom on board too,ist tom auch mit dabei
48244,is tom really asleep,schläft tom wirklich
48245,is tom really coming,kommt tom wirklich
48246,is tom really guilty,ist tom wirklich schuldig
48247,is tom right for you,ist tom der richtige für dich
48248,is tom still at home,ist tom noch zu hause
48249,is tom still married,ist tom noch verheiratet
48250,is tom still playing,spielt tom noch
48251,is tom still playing,ist tom noch am spielen
48252,is tom still singing,singt tom immer noch
48253,is tom still working,arbeitet tom noch
48254,is tom there already,ist tom schon da
48255,is tom working today,arbeitet tom heute
48256,is anybody listening,hört irgendjemand zu
48257,is anyone else going,geht da noch jemand fort
48258,is anyone else going,geht noch jemand
48259,is everything ok now,ist jetzt alles in ordnung
48260,is everything packed,ist alles gepackt
48261,is flight 23 on time,ist flug 23 pünktlich
48262,is it hot over there,ist es heiß dort drüben
48263,is it money you want,ist es geld was du willst
48264,is it my turn to pay,bin ich mit bezahlen an der reihe
48265,is it open on sunday,ist es sonntags geöffnet
48266,is it worth the risk,ist es das risiko wert
48267,is my answer correct,ist meine antwort richtig
48268,is my answer correct,ist meine antwort korrekt
48269,is she a pretty girl,ist sie ein hübsches mädchen
48270,is she a taxi driver,ist sie taxifahrerin
48271,is that toms father,ist das toms vater
48272,is that a compliment,ist das ein kompliment
48273,is that a confession,ist das ein geständnis
48274,is that a good thing,ist das etwas gutes
48275,is that a silk dress,ist das ein seidenkleid
48276,is that all you have,ist das alles was du hast
48277,is that all you want,ist das alles was du willst
48278,is that all you want,ist das alles was ihr wollt
48279,is that all you want,ist das alles was sie wollen
48280,is that answer right,stimmt diese antwort
48281,is that pencil yours,ist das dein bleistift
48282,is that possible now,ist das jetzt möglich
48283,is that true though,aber stimmt das überhaupt
48284,is that where tom is,ist das wo tom ist
48285,is that why im here,bin ich deshalb hier
48286,is that why you came,bist du deshalb gekommen
48287,is that your bedroom,ist das dein schlafzimmer
48288,is that your bicycle,ist dies dein fahrrad
48289,is that your bicycle,ist das hier ihr fahrrad
48290,is that your bicycle,ist das ihr fahrrad
48291,is that your bicycle,ist das dein fahrrad
48292,is that your brother,ist das ihr bruder
48293,is that your husband,ist das ihr mann
48294,is that your opinion,ist das ihre meinung
48295,is that your opinion,ist das eure meinung
48296,is that your teacher,ist das deine lehrerin
48297,is the cat all right,geht es der katze gut
48298,is the lemonade good,ist die limonade gut
48299,is the microphone on,ist das mikrophon eingeschaltet
48300,is the phone ringing,klingelt das telefon
48301,is the rain to blame,ist das der fehler des regens
48302,is the teacher young,ist der lehrer jung
48303,is the teacher young,ist die lehrerin jung
48304,is there a timetable,gibt es einen stundenplan
48305,is there a treatment,gibt es eine heilmethode
48306,is there an elevator,gibt es einen aufzug
48307,is there any ketchup,gibt es ketchup
48308,is there anyone else,ist noch jemand da
48309,is there anyone here,ist jemand hier
48310,is this toms office,ist das hier toms büro
48311,is this a compliment,ist das ein kompliment
48312,is this all you have,ist das alles was du hast
48313,is this beef or pork,ist das rindfleisch oder schweinefleisch
48314,is this beef or pork,ist das rind oder schwein
48315,is this decaf coffee,ist das koffeinfreier kaffee
48316,is this diamond real,ist dieser diamant echt
48317,is this enough money,reicht das geld
48318,is this good english,ist das gutes englisch
48319,is this how it works,so funktioniert das also
48320,is this pencil yours,ist das dein bleistift
48321,is this real leather,ist das echtes leder
48322,is this really honey,das das wirklich honig
48323,is this your bicycle,ist dies dein fahrrad
48324,is this your bicycle,ist das hier ihr fahrrad
48325,is this your bicycle,ist das ihr fahrrad
48326,is this your bicycle,ist das dein fahrrad
48327,is this your opinion,ist das deine meinung
48328,is this your picture,ist das ein bild von dir
48329,is tomorrow saturday,ist morgen samstag
48330,is tomorrow saturday,ist morgen sonnabend
48331,is your wife at home,ist deine frau zu hause
48332,isnt tom courageous,ist tom nicht mutig
48333,isnt it a bit small,ist das nicht ein bisschen klein
48334,isnt it infuriating,ist das nicht zum ausderhaut fahren
48335,isnt life beautiful,ist es nicht schön das leben
48336,isnt life beautiful,ist das leben nicht schön
48337,isnt she a knockout,sie ist doch eine wucht oder
48338,isnt that toms car,ist das nicht toms auto
48339,isnt that toms hat,ist das nicht toms hut
48340,isnt that dangerous,ist das nicht gefährlich
48341,isnt that good news,ist das nicht eine gute nachricht
48342,isnt that important,ist das nicht wichtig
48343,isnt that the truth,ist das nicht die wahrheit
48344,isnt this toms car,ist das nicht toms auto
48345,it affects all of us,es betrifft uns alle
48346,it began to sprinkle,es begann zu nieseln
48347,it began to sprinkle,es begann zu tröpfeln
48348,it belongs to me now,das gehört jetzt mir
48349,it can easily happen,das kann leicht passieren
48350,it can happen easily,das kann leicht passieren
48351,it cant be repaired,das ist nicht mehr zu reparieren
48352,it cant be that bad,es kann nicht so schlecht sein
48353,it cost tom his life,es hat tom das leben gekostet
48354,it could be anywhere,es könnte überall sein
48355,it doesnt look good,es sieht nicht gut aus
48356,it feels good to win,es ist ein schönes gefühl zu siegen
48357,it gets on my nerves,es geht mir auf die nerven
48358,it gets on my nerves,das geht mir auf die nerven
48359,it glows in the dark,es leuchtet im dunkeln
48360,it happened suddenly,es passierte plötzlich
48361,it happened too fast,es ging zu schnell
48362,it happens too often,es wiederholt sich zu oft
48363,it has my name on it,es ist mit meinem namen gekennzeichnet
48364,it is a childish act,das ist eine kindische handlung
48365,it is a dictatorship,das ist eine diktatur
48366,it is already eleven,es ist schon 11 uhr
48367,it is as yet unknown,es ist noch nicht bekannt
48368,it is hardly raining,es regnet kaum
48369,it is hardly raining,es regnet fast überhaupt nicht
48370,it is in the kitchen,er ist in der küche
48371,it is in the kitchen,sie ist in der küche
48372,it is in the kitchen,es befindet sich in der küche
48373,it is kind of pretty,es ist recht hübsch
48374,it is of great value,es ist sehr wertvoll
48375,it is to be expected,es ist zu erwarten
48376,it is very expensive,es ist sehr teuer
48377,it is very hot today,heute ist es sehr heiß
48378,it is very hot today,es ist sehr heiß heute
48379,it isnt toms fault,tom trägt keine schuld daran
48380,it isnt a bad thing,das ist nichts schlechtes
48381,it isnt deep enough,es ist nicht tief genug
48382,it isnt easy to win,es ist nicht leicht zu gewinnen
48383,it isnt that simple,das ist nicht so einfach
48384,it looks good on you,es steht dir gut
48385,it looks hot outside,es scheint draußen heiß zu sein
48386,it looks like a duck,es sieht aus wie eine ente
48387,it looks like an egg,das sieht wie ein ei aus
48388,it looks pretty good,das sieht ziemlich gut aus
48389,it looks really good,das sieht richtig gut aus
48390,it made me very rich,es hat mich sehr reich gemacht
48391,it made people smile,es brachte menschen zum lachen
48392,it makes me feel sad,das macht mich traurig
48393,it makes me so angry,das macht mich so wütend
48394,it makes me so angry,es macht mich so wütend
48395,it may rain tomorrow,morgen könnte es regen geben
48396,it may rain tomorrow,es könnte morgen regnen
48397,it meant a lot to me,es hat mir viel bedeutet
48398,it might be too late,es könnte bereits zu spät sein
48399,it might be worth it,vielleicht ist es das wert
48400,it must be destroyed,es muss zerstört werden
48401,it needs to be fixed,es muss repariert werden
48402,it never pays to lie,lügen zahlen sich nie aus
48403,it no longer matters,es kommt nicht mehr darauf an
48404,it no longer matters,es spielt keine rolle mehr
48405,it only costs 1000,es kostet nur 1000 
48406,it pays to be polite,es zahlt sich aus höflich zu sein
48407,it pays to be polite,höflichkeit zahlt sich aus
48408,it rarely snows here,hier schneit es selten
48409,it really did happen,es ist tatsächlich passiert
48410,it requires practice,das erfordert übung
48411,it seems easy enough,es erscheint leicht genug
48412,it seems interesting,scheint interessant zu sein
48413,it seems pretty easy,das sieht ziemlich einfach aus
48414,it seems weird to me,das kommt mir merkwürdig vor
48415,it snowed here today,bei uns hat es heute geschneit
48416,it snowed last night,gestern abend hat es geschneit
48417,it sounds good to me,das klingt gut
48418,it surprised me too,es überraschte mich auch
48419,it tasted good to me,es schmeckte mir gut
48420,it tastes disgusting,das schmeckt scheußlich
48421,it took half an hour,es dauerte eine halbe stunde
48422,it took just an hour,es dauerte nur eine stunde
48423,it was a big mistake,das war ein großer fehler
48424,it was a false alarm,es war ein fehlalarm
48425,it was a good answer,das war eine gute antwort
48426,it was a long letter,es war ein langer brief
48427,it was a lucky guess,das war nur mit glück geraten
48428,it was a perfect fit,es hat genau gepasst
48429,it was a perfect fit,sie hat genau gepasst
48430,it was a perfect fit,er hat genau gepasst
48431,it was a perfect fit,sie haben genau gepasst
48432,it was a quiet night,es war eine ruhige nacht
48433,it was a stupid idea,das war eine bescheuerte idee
48434,it was a stupid idea,das war eine dumme idee
48435,it was a stupid joke,das war ein blöder witz
48436,it was all a big lie,alles war eine große lüge
48437,it was all delicious,es war alles köstlich
48438,it was an act of god,es war ein fall von höherer gewalt
48439,it was an awful week,es war eine schreckliche woche
48440,it was extremely hot,es war extrem heiß
48441,it was hard at first,anfangs war es schwer
48442,it was hot yesterday,gestern war es warm
48443,it was hot yesterday,es war heiß gestern
48444,it was kind of funny,es war irgendwie lustig
48445,it was kind of weird,es war irgendwie sonderbar
48446,it was my first kiss,das war mein erster kuss
48447,it was really boring,es war wirklich langweilig
48448,it was still raining,es hat immer noch geregnet
48449,it was time to leave,es war zeit zu gehen
48450,it was unpredictable,es war unberechenbar
48451,it wasnt toms idea,es war nicht toms idee
48452,it wasnt a bad idea,es war keine schlechte idee
48453,it wasnt a burglary,er war kein einbruch
48454,it wasnt about that,darum ging es nicht
48455,it wasnt hard to do,es war nicht schwer zu machen
48456,it wasnt on purpose,es war nicht absichtlich
48457,it wasnt that funny,es war nicht lustig
48458,it wasnt your fault,es war nicht deine schuld
48459,it will be dark soon,es wird bald dunkel sein
48460,it will be dark soon,bald wird es dunkel
48461,it will be dark soon,es wird bald dunkel
48462,it will rain tonight,heute nacht wird es regnen
48463,it wont be for long,das ist nur vorübergehend
48464,it wont be long now,es dauert jetzt nicht mehr lange
48465,it wont be pleasant,das wird nicht angenehm sein
48466,it wont be that bad,so schlimm wird es nicht sein
48467,it worked flawlessly,es funktionierte ohne probleme
48468,it works pretty well,es funktioniert ziemlich gut
48469,it wouldve been fun,das wäre ein spaß gewesen
48470,itll be spring soon,bald ist frühling
48471,itll be spring soon,es ist bald frühling
48472,itll cost me my job,das wird mich meine stelle kosten
48473,itll happen tonight,es wird heute abend passieren
48474,itll soon be spring,bald ist es frühling
48475,itll take some time,das wird eine zeitlang dauern
48476,itll work next time,es wird nächstes mal klappen
48477,its october already,es ist schon oktober
48478,its a beautiful day,es ist ein schöner tag
48479,its a beautiful job,es ist eine schöne arbeit
48480,its a family secret,es ist ein familiengeheimnis
48481,its a good question,das ist eine gute frage
48482,its a hard question,das ist eine schwierige frage
48483,its a monster storm,es ist ein ungeheuer von einem sturm
48484,its a piece of cake,das ist ein kinderspiel
48485,its a scalp disease,das ist eine erkrankung der kopfhaut
48486,its a simple system,es ist ein einfaches system
48487,its a stupid policy,es ist eine bescheuerte regel
48488,its a thankless job,das ist eine undankbare arbeit
48489,its a waste of time,das ist zeitverschwendung
48490,its about two miles,es ist etwa zwei meilen
48491,its absolutely true,das ist die volle wahrheit
48492,its all greek to me,ich verstehe nur bahnhof
48493,its all greek to me,das sind für mich böhmische dörfer
48494,its all in the room,es ist alles im zimmer
48495,its all over for us,für uns ist alles vorbei
48496,its all very simple,es ist alles ganz einfach
48497,its all very simple,es ist alles sehr einfach
48498,its almost midnight,es ist fast mitternacht
48499,its almost the same,das ist fast dasselbe
48500,its always the same,das ist immer dasselbe
48501,its an easy victory,es ist ein leichter sieg
48502,its an extreme case,das ist ein extremfall
48503,its been a long day,es war ein langer tag
48504,its been a pleasure,es war ein vergnügen
48505,its been three days,das war vor drei tagen
48506,its been three days,das ist jetzt drei tage her
48507,its best not to ask,es ist besser nicht zu fragen
48508,its better that way,es ist besser so
48509,its better this way,es ist besser so
48510,its bigger than tom,es ist größer als tom
48511,its boiling in here,es ist kochend heiß hier drinnen
48512,its completely dark,es ist ganz dunkel
48513,its double the size,es ist doppelt so groß
48514,its easy to explain,das ist einfach zu erklären
48515,its fairly accurate,es trifft ziemlich genau zu
48516,its getting serious,es wird ernst
48517,its good seeing you,es ist schön dich zu sehen
48518,its good to be here,es ist gut hier zu sein
48519,its good to be home,es ist gut zu hause zu sein
48520,its good to do that,es ist gut das zu tun
48521,its good to see you,schön dich zu sehen
48522,its good to see you,es ist schön dich zu sehen
48523,its happened before,das ist nichts neues
48524,its happened before,es ist schon vorher passiert
48525,its hard to believe,es ist kaum zu glauben
48526,its hard to believe,es ist kaum zu fassen
48527,its hard to explain,das ist schwer zu erklären
48528,its hard to imagine,das ist schwer vorstellbar
48529,its hardly a secret,das ist kaum ein geheimnis
48530,its harsh but fair,es ist hart aber gerecht
48531,its in the basement,es ist im keller
48532,its in the basement,er ist im keller
48533,its in the basement,sie ist im keller
48534,its just not enough,das ist einfach nicht genug
48535,its just over there,es ist da drüben
48536,its just over there,er ist da drüben
48537,its just over there,sie ist da drüben
48538,its made of leather,das ist aus leder
48539,its much better now,es ist jetzt viel besser
48540,its my cd isnt it,das ist meine cd nicht wahr
48541,its nice to be home,es ist schön zu hause zu sein
48542,its noisy next door,es ist laut nebenan
48543,its not a bad thing,das ist nichts schlechtes
48544,its not a big thing,es ist keine große sache
48545,its not a good idea,das ist keine gute idee
48546,its not a good time,es passt jetzt nicht
48547,its not about money,es geht nicht um geld
48548,its not always easy,es ist nicht immer einfach
48549,its not at all easy,das ist alles andere als leicht
48550,its not at all easy,es ist gar nicht leicht
48551,its not at all easy,das ist ganz und gar nicht leicht
48552,its not complicated,es ist nicht kompliziert
48553,its not deep enough,es ist nicht tief genug
48554,its not easy for me,es fällt mir nicht leicht
48555,its not easy to win,es ist nicht leicht zu gewinnen
48556,its not my business,das ist nicht meine angelegenheit
48557,its not my decision,das ist nicht meine entscheidung
48558,its not on the menu,das steht nicht auf der speisekarte
48559,its not predictable,das ist nicht vorhersehbar
48560,its not recommended,das ist nicht empfehlenswert
48561,its not so bad here,es ist gar nicht so schlecht hier
48562,its not that simple,so einfach ist es nicht
48563,its our only chance,das ist unsere einzige chance
48564,its over between us,es ist aus zwischen uns
48565,its part of the job,das gehört zur arbeit dazu
48566,its perfectly legal,es ist vollkommen legal
48567,its perfectly legal,das ist vollkommen legal
48568,its pretty exciting,es ist ziemlich aufregend
48569,its probably normal,das ist wahrscheinlich normal
48570,its quite hot today,es ist heute recht heiß
48571,its raining outside,draußen regnet es
48572,its raining outside,es regnet draußen
48573,its rather unlikely,das ist eher unwahrscheinlich
48574,its really annoying,das nervt echt
48575,its really annoying,das stört wirklich
48576,its really exciting,es ist wirklich aufregend
48577,its really horrible,es ist wirklich schrecklich
48578,its really hot here,es ist sehr heiß hier
48579,its really hot here,hier ist es sehr heiß
48580,its right above you,es ist direkt über dir
48581,its right over here,es ist gleich hier
48582,its snowing heavily,es schneit heftig
48583,its so cold in here,es ist so kalt hier drin
48584,its sort of strange,es ist irgendwie seltsam
48585,its started already,es hat schon angefangen
48586,its started snowing,es hat angefangen zu schneien
48587,its started to snow,es hat angefangen zu schneien
48588,its still breathing,es atmet noch
48589,its still happening,es geschieht noch immer
48590,its still light out,draußen ist es noch hell
48591,its still new to me,das ist immer noch neu für mich
48592,its stopped snowing,es hat aufgehört zu schneien
48593,its taking too long,es dauert zu lange
48594,its terribly urgent,es ist furchtbar dringend
48595,its terribly urgent,es ist fürchterlich dringend
48596,its time for dinner,es ist zeit für das abendessen
48597,its time for dinner,zeit zum abendessen
48598,its time for dinner,es ist zeit fürs abendessen
48599,its time to go home,es ist zeit nach hause zu gehen
48600,its time to wake up,es ist an der zeit aufzuwachen
48601,its too cold for me,das ist zu kalt für mich
48602,its too complicated,es ist zu kompliziert
48603,its too dark to see,es ist zu dunkel um etwas zu sehen
48604,its too far to walk,das ist zu fuß zu weit
48605,its too hard for me,das ist zu schwer für mich
48606,its too late anyway,es ist ohnehin zu spät
48607,its twenty past six,es ist zwanzig nach sechs
48608,its under the table,es ist unter dem tisch
48609,its very cold today,es ist heute sehr kalt
48610,its very quiet here,es ist hier sehr still
48611,its very satisfying,es ist sehr befriedigend
48612,its very satisfying,es ist sehr zufriedenstellend
48613,its very satisfying,es stellt mich sehr zufrieden
48614,its very satisfying,es macht mich sehr zufrieden
48615,its very surprising,es ist sehr überraschend
48616,its very warm today,es ist sehr warm heute
48617,its what i would do,das ist es was ich täte
48618,its what tom wanted,es ist das was tom wollte
48619,its what we deserve,das ist das was wir verdienen
48620,its worse than that,es ist noch schlimmer
48621,its worth a fortune,es ist ein vermögen wert
48622,its worth the money,es ist das geld wert
48623,italy is a peninsula,italien ist eine halbinsel
48624,just be very careful,sei einfach sehr vorsichtig
48625,just brush your hair,kämm dich einfach
48626,just close your eyes,schließe einfach mal die augen
48627,just do me one favor,tu mir nur einen gefallen
48628,just do me one favor,tue mir nur einen gefallen
48629,just get me the list,hol mir einfach die liste
48630,just get me the list,besorg mir einfach diese liste
48631,just give it up tom,gib es einfach auf tom
48632,just go to your room,gehe in dein zimmer
48633,just leave tom alone,lass tom einfach in ruhe
48634,just throw them away,wirf die einfach weg
48635,just throw them away,werft die einfach weg
48636,just throw them away,werfen sie die einfach weg
48637,keep on working hard,arbeite weiter fleißig
48638,keep on working hard,arbeitet weiter fleißig
48639,keep on working hard,arbeiten sie weiter fleißig
48640,keep the door closed,lass die tür zu
48641,keep the door locked,lass die tür abgeschlossen
48642,keep the kids inside,die kinder sollen im haus bleiben
48643,keep up your courage,behalte den mut
